,index,order_id,order_date,delivered_date,customer_id,customer_name,customer_age,customer_gender,customer_segment,region,state,city,product_id,product_name,category,sub_category,brand,unit_price,quantity,discount_percentage,discount_amount,sales_amount,profit_margin,profit_amount,tax_rate,tax_amount,shipping_cost,shipping_method,total_amount,payment_method,delivery_time_days,order_status,rating,is_repeat_customer,order_year,order_month,order_quarter,order_day_of_week
289,289,ORD100672,2021-05-02,2021-05-07,CUST10262,Divya Desai,59,Male,Consumer,East,Bihar,Gaya,PROD7160,WestSide Lamps,Home Decor,Lamps,WestSide,1651.01,1,0,0.0,1651.01,0.3002,495.6,0.12,198.12,69.11,Standard,1918.24,UPI,5,Delivered,5.0,No,2021,5,Q2,Sunday
290,290,ORD100404,2021-05-03,2021-05-05,CUST10051,Rahul Malhotra,57,Male,Corporate,East,Bihar,Gaya,PROD4602,HomeCenter Rugs,Home Decor,Rugs,HomeCenter,7471.28,4,5,1494.26,28390.87,0.2193,6226.49,0.12,3406.9,0.0,Express,31797.77,Credit Card,2,Delivered,5.0,Yes,2021,5,Q2,Monday
291,291,ORD100320,2021-05-11,2021-05-15,CUST10105,Meera Gupta,37,Male,Consumer,Central,Madhya Pradesh,Gwalior,PROD7250,Pepperfry Chairs,Furniture,Chairs,Pepperfry,48153.34,1,15,7223.0,40930.34,0.1596,6532.11,0.12,4911.64,0.0,Standard,45841.98,Debit Card,4,Delivered,5.0,No,2021,5,Q2,Tuesday
292,292,ORD100833,2021-05-11,2021-05-14,CUST10234,Rahul Kulkarni,40,Female,Consumer,Central,Chhattisgarh,Raipur,PROD7239,HomeCenter Mirrors,Home Decor,Mirrors,HomeCenter,3282.19,2,0,0.0,6564.38,0.2435,1598.44,0.12,787.73,106.54,Standard,7458.65,Wallet,3,Delivered,4.0,No,2021,5,Q2,Tuesday
293,293,ORD100946,2021-05-12,,CUST10204,Karan Joshi,34,Male,Corporate,East,Bihar,Patna,PROD8401,Levis Accessories,Clothing,Accessories,Levis,4990.54,1,5,249.53,4741.01,0.4188,1985.62,0.12,568.92,56.75,Standard,5366.69,Net Banking,6,Delivered,4.5,No,2021,5,Q2,Wednesday
294,294,ORD100156,2021-05-12,2021-05-13,CUST10021,Arjun Kumar,37,Female,Consumer,Central,Chhattisgarh,Raipur,PROD3583,Adidas T-Shirts,Clothing,T-Shirts,Adidas,2798.64,3,5,419.8,7976.14,0.4232,3375.3,0.12,957.14,153.33,Express,9086.6,Cash on Delivery,1,Delivered,4.0,No,2021,5,Q2,Wednesday
295,295,ORD100477,2021-05-14,2021-05-20,CUST10268,Neha Malhotra,54,Female,Consumer,Central,Chhattisgarh,Raipur,PROD1627,Dell Tablets,Electronics,Tablets,Dell,695.23,6,15,625.7,3545.65,0.095,336.77,0.18,638.22,147.83,Standard,4331.7,EMI,6,Delivered,3.0,Yes,2021,5,Q2,Friday
296,296,ORD100949,2021-05-20,2021-05-24,CUST10088,Arjun Iyer,63,Female,Home Office,North,Punjab,Ludhiana,PROD4279,Godrej Sofa Sets,Furniture,Sofa Sets,Godrej,54440.44,3,30,48996.39,114324.91,0.1764,20162.02,0.12,13718.99,0.0,Standard,128043.9,Credit Card,4,Delivered,1.5,No,2021,5,Q2,Thursday
297,297,ORD100406,2021-05-21,2021-05-26,CUST10241,Rajesh Joshi,62,Female,Home Office,North,Delhi,Delhi,PROD4740,Scholastic Cooking,Books,Cooking,Scholastic,881.85,1,0,0.0,881.85,0.3641,321.07,0.12,105.82,120.98,Standard,1108.65,Net Banking,5,Delivered,4.0,Yes,2021,5,Q2,Friday
298,298,ORD100703,2021-05-24,2021-05-26,CUST10101,Rahul Reddy,54,Female,Corporate,Central,Madhya Pradesh,Bhopal,PROD8068,Adidas Shoes,Clothing,Shoes,Adidas,2272.25,1,0,0.0,2272.25,0.3268,742.63,0.12,272.67,145.22,Express,2690.14,Credit Card,2,Delivered,3.5,Yes,2021,5,Q2,Monday
299,299,ORD100164,2021-05-26,2021-05-27,CUST10153,Divya Gupta,57,Female,Consumer,North,Rajasthan,Jodhpur,PROD6319,UrbanLadder Chairs,Furniture,Chairs,UrbanLadder,69053.62,1,20,13810.72,55242.9,0.2102,11612.12,0.12,6629.15,0.0,Express,61872.05,EMI,1,Delivered,3.0,No,2021,5,Q2,Wednesday
300,300,ORD100816,2021-05-26,2021-05-27,CUST10112,Arjun Nair,55,Female,Home Office,Central,Chhattisgarh,Raipur,PROD5739,Godrej Sofa Sets,Furniture,Sofa Sets,Godrej,19523.32,1,0,0.0,19523.32,0.2615,5105.26,0.12,2342.8,231.86,Express,22097.98,Cash on Delivery,1,Delivered,3.0,No,2021,5,Q2,Wednesday
301,301,ORD100152,2021-05-26,2021-05-29,CUST10083,Karan Nair,48,Male,Consumer,West,Gujarat,Ahmedabad,PROD4924,H&M T-Shirts,Clothing,T-Shirts,H&M,2872.08,3,15,1292.44,7323.81,0.3435,2515.55,0.12,878.86,111.33,Standard,8314.0,EMI,3,Delivered,4.0,No,2021,5,Q2,Wednesday
302,302,ORD100117,2021-05-28,2021-05-31,CUST10031,Neha Joshi,62,Male,Consumer,East,Bihar,Patna,PROD4675,Nike Jackets,Clothing,Jackets,Nike,3865.62,2,0,0.0,7731.23,0.4176,3228.92,0.12,927.75,199.67,Express,8858.65,Credit Card,3,Delivered,4.5,Yes,2021,5,Q2,Friday
303,303,ORD100632,2021-06-06,2021-06-09,CUST10254,Karan Singh,30,Male,Consumer,North,Delhi,New Delhi,PROD3100,Scholastic Non-Fiction,Books,Non-Fiction,Scholastic,948.6,4,10,379.44,3414.96,0.4456,1521.6,0.12,409.8,118.22,Standard,3942.98,Debit Card,3,Delivered,3.5,Yes,2021,6,Q2,Sunday
304,304,ORD100570,2021-06-08,2021-06-12,CUST10171,Kavita Kumar,57,Male,Consumer,South,Telangana,Warangal,PROD8399,WestSide Wall Art,Home Decor,Wall Art,WestSide,772.77,2,15,231.83,1313.7,0.2353,309.06,0.12,157.64,60.33,Standard,1531.68,EMI,4,Delivered,4.5,Yes,2021,6,Q2,Tuesday
305,305,ORD100981,2021-06-11,,CUST10259,Divya Nair,37,Female,Consumer,West,Maharashtra,Nagpur,PROD6137,Milton Cutlery,Kitchen,Cutlery,Milton,578.0,1,15,86.7,491.3,0.2006,98.57,0.18,88.43,85.86,Standard,665.59,Net Banking,4,Cancelled,,Yes,2021,6,Q2,Friday
306,306,ORD100891,2021-06-13,2021-06-20,CUST10050,Pooja Kumar,39,Female,Home Office,Central,Chhattisgarh,Bilaspur,PROD1154,Scholastic Academic,Books,Academic,Scholastic,1016.29,1,30,304.89,711.4,0.2808,199.75,0.12,85.37,58.22,Standard,854.99,Cash on Delivery,7,Delivered,4.5,No,2021,6,Q2,Sunday
307,307,ORD100390,2021-06-17,2021-06-21,CUST10026,Rahul Gupta,46,Female,Consumer,East,West Bengal,Kolkata,PROD2694,Philips Cookware,Kitchen,Cookware,Philips,1796.74,5,0,0.0,8983.69,0.1684,1513.2,0.18,1617.06,59.87,Standard,10660.62,Credit Card,4,Delivered,4.5,No,2021,6,Q2,Thursday
308,308,ORD100918,2021-06-18,2021-06-25,CUST10238,Rahul Kumar,36,Female,Corporate,Central,Madhya Pradesh,Indore,PROD3151,Milton Containers,Kitchen,Containers,Milton,2330.9,1,10,233.09,2097.81,0.2179,457.03,0.18,377.61,127.77,Standard,2603.18,Credit Card,7,Delivered,5.0,No,2021,6,Q2,Friday
309,309,ORD100138,2021-06-22,2021-06-29,CUST10040,Kavita Singh,26,Female,Consumer,Central,Madhya Pradesh,Gwalior,PROD1941,WestSide Rugs,Home Decor,Rugs,WestSide,9483.3,4,15,5689.98,32243.22,0.226,7285.97,0.12,3869.19,0.0,Standard,36112.41,Cash on Delivery,7,Delivered,3.0,Yes,2021,6,Q2,Tuesday
310,310,ORD100716,2021-06-24,2021-06-29,CUST10084,Anjali Nair,28,Female,Consumer,West,Goa,Panaji,PROD1835,HP Smartphones,Electronics,Smartphones,HP,1691.04,4,20,1352.83,5411.34,0.0496,268.43,0.18,974.04,46.04,Standard,6431.42,Cash on Delivery,5,Delivered,5.0,Yes,2021,6,Q2,Thursday
311,311,ORD100907,2021-06-29,,CUST10094,Karan Verma,42,Male,Corporate,West,Gujarat,Surat,PROD9951,HP Laptops,Electronics,Laptops,HP,367.24,1,10,36.72,330.51,0.1009,33.34,0.18,59.49,63.76,Standard,453.77,Net Banking,3,Shipped,,No,2021,6,Q2,Tuesday
312,312,ORD100203,2021-06-30,2021-07-06,CUST10050,Pooja Kumar,39,Female,Home Office,East,Assam,Dibrugarh,PROD4193,Hawkins Containers,Kitchen,Containers,Hawkins,6950.4,3,30,6255.36,14595.84,0.1335,1948.65,0.18,2627.25,40.93,Standard,17264.02,UPI,6,Delivered,4.0,No,2021,6,Q2,Wednesday
313,313,ORD100608,2021-07-01,2021-07-05,CUST10100,Rohan Desai,52,Male,Consumer,North,Rajasthan,Udaipur,PROD1721,HomeCenter Cushions,Home Decor,Cushions,HomeCenter,3376.65,6,0,0.0,20259.89,0.2854,5782.05,0.12,2431.19,130.85,Standard,22821.92,Wallet,4,Delivered,3.5,No,2021,7,Q3,Thursday
314,314,ORD100593,2021-07-08,2021-07-12,CUST10290,Arjun Singh,54,Male,Consumer,West,Goa,Margao,PROD2180,IKEA Beds,Furniture,Beds,IKEA,27445.25,6,20,32934.3,131737.19,0.2385,31412.9,0.12,15808.46,0.0,Standard,147545.66,Net Banking,4,Delivered,3.0,No,2021,7,Q3,Thursday
315,315,ORD100479,2021-07-12,,CUST10002,Pooja Sharma,23,Male,Corporate,West,Maharashtra,Mumbai,PROD5501,FabIndia Mirrors,Home Decor,Mirrors,FabIndia,3036.01,2,30,1821.6,4250.41,0.1734,737.05,0.12,510.05,41.99,Standard,4802.45,Credit Card,7,Shipped,,Yes,2021,7,Q3,Monday
316,316,ORD100781,2021-07-19,,CUST10188,Priya Malhotra,27,Female,Consumer,Central,Madhya Pradesh,Indore,PROD5684,UrbanLadder Wardrobes,Furniture,Wardrobes,UrbanLadder,12053.21,3,5,1807.98,34351.66,0.2331,8006.29,0.12,4122.2,0.0,Standard,38473.86,UPI,4,Cancelled,,No,2021,7,Q3,Monday
317,317,ORD100594,2021-07-21,2021-07-26,CUST10261,Sneha Banerjee,26,Female,Home Office,Central,Chhattisgarh,Raipur,PROD9020,H&M T-Shirts,Clothing,T-Shirts,H&M,3218.2,2,5,321.82,6114.57,0.302,1846.73,0.12,733.75,79.75,Standard,6928.07,Debit Card,5,Delivered,4.5,No,2021,7,Q3,Wednesday
318,318,ORD100539,2021-07-23,2021-07-30,CUST10097,Rajesh Chopra,33,Female,Consumer,West,Gujarat,Vadodara,PROD7479,LG Cameras,Electronics,Cameras,LG,411.86,3,0,0.0,1235.57,0.0983,121.41,0.18,222.4,52.58,Standard,1510.56,UPI,7,Delivered,5.0,No,2021,7,Q3,Friday
319,319,ORD100989,2021-07-23,2021-07-23,CUST10035,Rahul Patel,53,Male,Corporate,South,Telangana,Hyderabad,PROD8792,Penguin Comics,Books,Comics,Penguin,974.29,4,25,974.29,2922.87,0.3632,1061.66,0.12,350.74,348.01,Same Day,3621.62,Credit Card,0,Delivered,3.5,No,2021,7,Q3,Friday
320,320,ORD100930,2021-07-24,2021-07-28,CUST10008,Divya Joshi,44,Female,Corporate,North,Uttar Pradesh,Noida,PROD8001,Scholastic Fiction,Books,Fiction,Scholastic,263.88,2,15,79.17,448.6,0.3498,156.94,0.12,53.83,64.43,Standard,566.87,Credit Card,4,Delivered,4.5,Yes,2021,7,Q3,Saturday
321,321,ORD100814,2021-07-31,2021-08-04,CUST10130,Priya Nair,23,Male,Consumer,Central,Madhya Pradesh,Bhopal,PROD8395,FabIndia Cushions,Home Decor,Cushions,FabIndia,5946.33,5,20,5946.33,23785.33,0.172,4090.31,0.12,2854.24,147.73,Standard,26787.3,Cash on Delivery,4,Delivered,5.0,Yes,2021,7,Q3,Saturday
322,322,ORD100397,2021-08-05,2021-08-12,CUST10067,Arjun Kumar,44,Male,Corporate,West,Maharashtra,Nagpur,PROD1266,Scholastic Fiction,Books,Fiction,Scholastic,289.29,1,20,57.86,231.43,0.3668,84.89,0.12,27.77,122.91,Standard,382.11,EMI,7,Delivered,3.0,No,2021,8,Q3,Thursday
323,323,ORD100069,2021-08-06,2021-08-13,CUST10013,Sneha Gupta,39,Female,Consumer,East,Bihar,Patna,PROD1894,Milton Storage,Kitchen,Storage,Milton,10274.9,3,0,0.0,30824.7,0.2002,6170.03,0.18,5548.45,0.0,Standard,36373.15,Credit Card,7,Delivered,5.0,No,2021,8,Q3,Friday
324,324,ORD100572,2021-08-07,2021-08-09,CUST10127,Karan Iyer,46,Female,Home Office,North,Delhi,Delhi,PROD1183,Apple Headphones,Electronics,Headphones,Apple,2855.33,5,5,713.83,13562.79,0.0729,988.25,0.18,2441.3,108.03,Express,16112.13,UPI,2,Delivered,3.5,No,2021,8,Q3,Saturday
325,325,ORD100576,2021-08-09,,CUST10188,Priya Malhotra,27,Female,Consumer,West,Gujarat,Vadodara,PROD9859,Godrej Beds,Furniture,Beds,Godrej,19218.57,3,5,2882.79,54772.92,0.1908,10452.41,0.12,6572.75,0.0,Standard,61345.67,Debit Card,6,Returned,,No,2021,8,Q3,Monday
326,326,ORD100658,2021-08-10,2021-08-12,CUST10149,Kavita Banerjee,48,Female,Consumer,South,Tamil Nadu,Coimbatore,PROD1432,Scholastic Comics,Books,Comics,Scholastic,961.52,3,10,288.46,2596.12,0.338,877.57,0.12,311.53,190.99,Express,3098.63,Credit Card,2,Delivered,4.0,No,2021,8,Q3,Tuesday
327,327,ORD100847,2021-08-11,2021-08-16,CUST10087,Rohan Gupta,43,Female,Corporate,East,Assam,Dibrugarh,PROD5874,Philips Cutlery,Kitchen,Cutlery,Philips,8201.59,5,20,8201.59,32806.36,0.184,6035.3,0.18,5905.14,0.0,Standard,38711.51,Net Banking,5,Delivered,4.0,Yes,2021,8,Q3,Wednesday
328,328,ORD100228,2021-08-14,2021-08-21,CUST10217,Divya Gupta,31,Male,Corporate,West,Maharashtra,Nagpur,PROD4404,HarperCollins Fiction,Books,Fiction,HarperCollins,593.2,8,10,474.56,4271.04,0.3603,1538.78,0.12,512.53,61.94,Economy,4845.51,Net Banking,7,Delivered,4.5,No,2021,8,Q3,Saturday
329,329,ORD100108,2021-08-18,2021-08-20,CUST10160,Neha Banerjee,30,Female,Consumer,West,Goa,Panaji,PROD3267,Apple Laptops,Electronics,Laptops,Apple,2090.06,1,5,104.5,1985.56,0.0766,152.11,0.18,357.4,113.94,Express,2456.9,Wallet,2,Delivered,3.5,Yes,2021,8,Q3,Wednesday
330,330,ORD100500,2021-08-19,,CUST10011,Rohan Banerjee,26,Male,Home Office,South,Karnataka,Mangalore,PROD6918,Milton Containers,Kitchen,Containers,Milton,11803.3,2,25,5901.65,17704.96,0.1305,2309.68,0.18,3186.89,90.69,Standard,20982.54,Debit Card,5,Delivered,5.0,No,2021,8,Q3,Thursday
331,331,ORD100439,2021-08-23,,CUST10172,Amit Gupta,50,Female,Consumer,Central,Madhya Pradesh,Gwalior,PROD6815,LG Laptops,Electronics,Laptops,LG,2863.78,5,15,2147.84,12171.07,0.0866,1053.67,0.18,2190.79,123.34,Standard,14485.21,Cash on Delivery,7,Processing,,No,2021,8,Q3,Monday
332,332,ORD100485,2021-08-23,,CUST10015,Arjun Banerjee,65,Male,Consumer,South,Kerala,Trivandrum,PROD8268,IKEA Chairs,Furniture,Chairs,IKEA,84207.93,3,30,75787.13,176836.65,0.168,29711.75,0.12,21220.4,0.0,Standard,198057.04,Wallet,7,Shipped,,No,2021,8,Q3,Monday
333,333,ORD100413,2021-08-23,2021-08-26,CUST10201,Arjun Joshi,22,Female,Consumer,South,Kerala,Calicut,PROD8540,Sony Smartwatches,Electronics,Smartwatches,Sony,2564.83,1,5,128.24,2436.59,0.1131,275.53,0.18,438.59,105.38,Standard,2980.56,Cash on Delivery,3,Delivered,4.0,No,2021,8,Q3,Monday
334,334,ORD100195,2021-08-25,2021-08-30,CUST10031,Neha Joshi,62,Male,Consumer,East,West Bengal,Kolkata,PROD2797,Milton Cutlery,Kitchen,Cutlery,Milton,11250.72,4,0,0.0,45002.89,0.2413,10858.7,0.18,8100.52,0.0,Standard,53103.41,Net Banking,5,Delivered,4.5,Yes,2021,8,Q3,Wednesday
335,335,ORD100305,2021-08-26,2021-08-31,CUST10256,Vikram Nair,60,Male,Home Office,Central,Madhya Pradesh,Indore,PROD2168,UrbanLadder Sofa Sets,Furniture,Sofa Sets,UrbanLadder,35738.24,2,5,3573.82,67902.66,0.248,16837.29,0.12,8148.32,0.0,Standard,76050.98,Debit Card,5,Delivered,4.5,No,2021,8,Q3,Thursday
336,336,ORD100124,2021-08-27,2021-09-03,CUST10073,Arjun Desai,53,Female,Corporate,East,Odisha,Bhubaneswar,PROD3019,HarperCollins Self-Help,Books,Self-Help,HarperCollins,253.31,2,5,25.33,481.28,0.4105,197.58,0.12,57.75,63.11,Standard,602.14,Net Banking,7,Delivered,4.0,Yes,2021,8,Q3,Friday
337,337,ORD100856,2021-08-27,,CUST10090,Arjun Sharma,28,Female,Consumer,Central,Madhya Pradesh,Indore,PROD7753,Nike Dresses,Clothing,Dresses,Nike,935.79,4,20,748.63,2994.53,0.3236,968.99,0.12,359.34,73.61,Economy,3427.48,Net Banking,10,Processing,,No,2021,8,Q3,Friday
338,338,ORD100014,2021-08-28,,CUST10218,Pooja Verma,65,Male,Corporate,South,Kerala,Trivandrum,PROD8126,WestSide Wall Art,Home Decor,Wall Art,WestSide,3107.28,8,25,6214.55,18643.66,0.1584,2953.94,0.12,2237.24,220.16,Express,21101.06,Net Banking,1,Shipped,,Yes,2021,8,Q3,Saturday
339,339,ORD100557,2021-08-30,2021-09-02,CUST10211,Rajesh Chopra,27,Female,Corporate,Central,Chhattisgarh,Raipur,PROD4944,WestSide Curtains,Home Decor,Curtains,WestSide,5539.23,3,30,4985.31,11632.39,0.1664,1935.92,0.12,1395.89,109.42,Express,13137.69,Net Banking,3,Delivered,3.5,No,2021,8,Q3,Monday
340,340,ORD100382,2021-08-31,2021-09-02,CUST10084,Anjali Nair,28,Female,Consumer,South,Telangana,Warangal,PROD8156,FabIndia Rugs,Home Decor,Rugs,FabIndia,3868.58,3,15,1740.86,9864.87,0.1713,1689.52,0.12,1183.78,111.67,Express,11160.33,EMI,2,Delivered,5.0,Yes,2021,8,Q3,Tuesday
341,341,ORD100028,2021-09-01,2021-09-01,CUST10147,Rohan Iyer,38,Female,Consumer,South,Kerala,Trivandrum,PROD5715,WestSide Curtains,Home Decor,Curtains,WestSide,1656.8,3,5,248.52,4721.89,0.3297,1556.68,0.12,566.63,208.09,Same Day,5496.61,UPI,0,Delivered,4.5,No,2021,9,Q3,Wednesday
342,342,ORD100806,2021-09-03,2021-09-07,CUST10167,Kavita Nair,55,Female,Consumer,West,Gujarat,Ahmedabad,PROD9880,Samsung Laptops,Electronics,Laptops,Samsung,1785.97,1,0,0.0,1785.97,0.1123,200.6,0.18,321.47,84.81,Standard,2192.26,Debit Card,4,Delivered,3.5,No,2021,9,Q3,Friday
343,343,ORD100801,2021-09-05,2021-09-10,CUST10040,Kavita Singh,26,Female,Consumer,East,Odisha,Cuttack,PROD5615,Scholastic Comics,Books,Comics,Scholastic,737.13,2,5,73.71,1400.55,0.3796,531.63,0.12,168.07,139.12,Standard,1707.74,UPI,5,Delivered,5.0,Yes,2021,9,Q3,Sunday
344,345,ORD100547,2021-09-07,2021-09-11,CUST10211,Rajesh Chopra,27,Female,Corporate,North,Uttar Pradesh,Lucknow,PROD7296,Adidas Shoes,Clothing,Shoes,Adidas,4722.34,2,25,2361.17,7083.51,0.2277,1612.78,0.12,850.02,102.41,Standard,8035.94,Net Banking,4,Delivered,4.0,No,2021,9,Q3,Tuesday
345,346,ORD100407,2021-09-08,2021-09-12,CUST10170,Rohan Reddy,64,Male,Corporate,Central,Chhattisgarh,Raipur,PROD1339,Levis Accessories,Clothing,Accessories,Levis,1249.76,2,0,0.0,2499.52,0.4491,1122.57,0.12,299.94,43.4,Standard,2842.87,EMI,4,Delivered,4.0,Yes,2021,9,Q3,Wednesday
346,347,ORD100106,2021-09-08,2021-09-11,CUST10051,Rahul Malhotra,57,Male,Corporate,Central,Chhattisgarh,Raipur,PROD5631,HomeCenter Wall Art,Home Decor,Wall Art,HomeCenter,1582.12,1,0,0.0,1582.12,0.23,363.83,0.12,189.85,97.55,Standard,1869.52,Net Banking,3,Delivered,5.0,Yes,2021,9,Q3,Wednesday
347,348,ORD100358,2021-09-09,2021-09-14,CUST10242,Kavita Malhotra,23,Female,Home Office,South,Tamil Nadu,Chennai,PROD5137,Nilkamal Dining Tables,Furniture,Dining Tables,Nilkamal,76652.17,3,20,45991.3,183965.21,0.1978,36387.07,0.12,22075.83,0.0,Standard,206041.04,Net Banking,5,Delivered,4.0,No,2021,9,Q3,Thursday
348,349,ORD100019,2021-09-14,2021-09-21,CUST10165,Vikram Nair,58,Female,Corporate,South,Telangana,Warangal,PROD5496,Samsung Tablets,Electronics,Tablets,Samsung,636.96,1,10,63.7,573.26,0.0767,43.95,0.18,103.19,143.58,Standard,820.03,Credit Card,7,Delivered,4.5,Yes,2021,9,Q3,Tuesday
349,350,ORD100832,2021-09-15,2021-09-18,CUST10032,Divya Nair,32,Male,Consumer,West,Goa,Margao,PROD8492,HomeCenter Wall Art,Home Decor,Wall Art,HomeCenter,3415.44,3,5,512.32,9734.0,0.2402,2337.64,0.12,1168.08,160.84,Express,11062.92,Credit Card,3,Delivered,5.0,No,2021,9,Q3,Wednesday
350,351,ORD100357,2021-09-15,2021-09-19,CUST10006,Pooja Iyer,39,Male,Consumer,Central,Madhya Pradesh,Indore,PROD9664,Zara Accessories,Clothing,Accessories,Zara,3259.74,1,5,162.99,3096.75,0.3683,1140.43,0.12,371.61,51.7,Standard,3520.06,Credit Card,4,Delivered,4.5,Yes,2021,9,Q3,Wednesday
351,352,ORD100098,2021-09-17,2021-09-24,CUST10140,Pooja Joshi,53,Male,Home Office,West,Gujarat,Surat,PROD8646,FabIndia Curtains,Home Decor,Curtains,FabIndia,3369.38,2,15,1010.81,5727.94,0.2445,1400.61,0.12,687.35,149.94,Standard,6565.23,Credit Card,7,Delivered,4.0,No,2021,9,Q3,Friday
352,353,ORD100348,2021-09-17,,CUST10208,Karan Joshi,28,Female,Consumer,East,West Bengal,Siliguri,PROD4932,LG Laptops,Electronics,Laptops,LG,2850.14,1,0,0.0,2850.14,0.102,290.82,0.18,513.03,231.15,Express,3594.32,Debit Card,3,Processing,,Yes,2021,9,Q3,Friday
353,354,ORD100234,2021-09-21,2021-09-24,CUST10066,Sneha Patel,56,Male,Consumer,North,Rajasthan,Jodhpur,PROD8934,Apple Laptops,Electronics,Laptops,Apple,2343.8,1,0,0.0,2343.8,0.1055,247.3,0.18,421.88,117.84,Express,2883.52,Credit Card,3,Delivered,2.0,No,2021,9,Q3,Tuesday
354,355,ORD100877,2021-09-24,,CUST10009,Aditya Desai,29,Female,Corporate,South,Telangana,Hyderabad,PROD6307,Samsung Tablets,Electronics,Tablets,Samsung,2358.13,1,10,235.81,2122.31,0.0731,155.2,0.18,382.02,103.22,Standard,2607.55,Credit Card,5,Shipped,,Yes,2021,9,Q3,Friday
355,356,ORD100782,2021-09-24,2021-09-27,CUST10028,Arjun Nair,63,Female,Consumer,West,Goa,Margao,PROD4702,Nilkamal Chairs,Furniture,Chairs,Nilkamal,16027.24,5,25,20034.05,60102.14,0.1377,8276.0,0.12,7212.26,0.0,Express,67314.39,Wallet,3,Delivered,5.0,Yes,2021,9,Q3,Friday
356,357,ORD100374,2021-09-25,2021-10-01,CUST10103,Vikram Sharma,24,Male,Consumer,North,Uttar Pradesh,Noida,PROD1735,Sony Headphones,Electronics,Headphones,Sony,1821.1,3,0,0.0,5463.29,0.072,393.47,0.18,983.39,49.91,Economy,6496.59,UPI,6,Delivered,3.5,No,2021,9,Q3,Saturday
357,358,ORD100799,2021-09-25,2021-09-30,CUST10045,Meera Singh,52,Female,Corporate,West,Maharashtra,Pune,PROD1553,Puma Jackets,Clothing,Jackets,Puma,1729.5,1,0,0.0,1729.5,0.3366,582.22,0.12,207.54,64.26,Standard,2001.3,EMI,5,Delivered,4.5,Yes,2021,9,Q3,Saturday
358,359,ORD100770,2021-09-28,2021-09-30,CUST10027,Arjun Desai,22,Male,Consumer,North,Uttar Pradesh,Lucknow,PROD1019,Hawkins Storage,Kitchen,Storage,Hawkins,1079.08,2,20,431.63,1726.52,0.1758,303.54,0.18,310.77,134.3,Express,2171.59,UPI,2,Delivered,3.0,No,2021,9,Q3,Tuesday
359,360,ORD100531,2021-09-29,2021-10-02,CUST10220,Kavita Malhotra,59,Male,Corporate,East,Assam,Guwahati,PROD4286,Nilkamal Beds,Furniture,Beds,Nilkamal,25451.3,8,15,30541.55,173068.81,0.1877,32476.61,0.12,20768.26,0.0,Express,193837.07,Credit Card,3,Delivered,5.0,Yes,2021,9,Q3,Wednesday
360,362,ORD100176,2021-10-02,2021-10-08,CUST10292,Neha Sharma,36,Female,Corporate,Central,Madhya Pradesh,Gwalior,PROD1694,HP Smartwatches,Electronics,Smartwatches,HP,2669.01,1,20,533.8,2135.2,0.0951,203.05,0.18,384.34,82.61,Standard,2602.16,Net Banking,6,Delivered,3.0,No,2021,10,Q4,Saturday
361,363,ORD100259,2021-10-03,2021-10-04,CUST10065,Karan Kulkarni,26,Male,Consumer,West,Gujarat,Vadodara,PROD5312,Zara Jackets,Clothing,Jackets,Zara,3295.9,3,10,988.77,8898.93,0.3123,2778.75,0.12,1067.87,302.74,Same Day,10269.53,Debit Card,1,Delivered,3.5,No,2021,10,Q4,Sunday
362,364,ORD100549,2021-10-08,2021-10-14,CUST10298,Amit Malhotra,26,Female,Corporate,West,Gujarat,Surat,PROD5968,Milton Appliances,Kitchen,Appliances,Milton,1677.89,2,25,838.95,2516.84,0.1273,320.45,0.18,453.03,98.55,Standard,3068.43,Net Banking,6,Delivered,3.0,No,2021,10,Q4,Friday
363,365,ORD100335,2021-10-09,2021-10-12,CUST10074,Rahul Chopra,49,Female,Corporate,East,Bihar,Gaya,PROD5643,Hawkins Storage,Kitchen,Storage,Hawkins,2236.97,3,20,1342.18,5368.73,0.1931,1036.75,0.18,966.37,248.55,Express,6583.65,Credit Card,3,Delivered,4.0,Yes,2021,10,Q4,Saturday
364,366,ORD100867,2021-10-09,2021-10-14,CUST10143,Meera Malhotra,49,Female,Consumer,West,Maharashtra,Pune,PROD9964,Samsung Headphones,Electronics,Headphones,Samsung,2479.91,6,10,1487.94,13391.49,0.0454,607.92,0.18,2410.47,66.94,Standard,15868.9,Debit Card,5,Delivered,4.5,No,2021,10,Q4,Saturday
365,368,ORD100548,2021-10-10,,CUST10066,Sneha Patel,56,Male,Consumer,West,Gujarat,Vadodara,PROD2590,Penguin Self-Help,Books,Self-Help,Penguin,1222.05,1,0,0.0,1222.05,0.4793,585.77,0.12,146.65,133.79,Standard,1502.48,Wallet,4,Cancelled,,No,2021,10,Q4,Sunday
366,369,ORD100444,2021-10-12,2021-10-18,CUST10097,Rajesh Chopra,33,Female,Consumer,Central,Madhya Pradesh,Gwalior,PROD3242,Hawkins Cookware,Kitchen,Cookware,Hawkins,7786.93,4,10,3114.77,28032.94,0.1579,4426.24,0.18,5045.93,0.0,Standard,33078.86,UPI,6,Delivered,5.0,No,2021,10,Q4,Tuesday
